ID,Source,Issue Title,Category,Pattern,Description,Issue URL,PR URL,Data Available,Remark 2
27,,Improve UserGroupInformation debug log,RM,RM-Ms,all sensitive information has been masked before screenshot sends out,https://issues.apache.org/jira/browse/HADOOP-18958,https://github.com/apache/hadoop/pull/6234,,
28,,Incorrect username logging in AMQ601264 events,RM,RM-Ft,"We have ActiveMQ Artemis with audit logging turned on, and sometimes wrong username is logged when user gets an authorization error (audit log event AMQ601264). I have reproduced this issue when client uses STOMP to connect to the broker. In that case client username is always logged as anonymous, and source IP address seems to be correct.

We have a lot of other audit log messages where different usernames are logged in single log event, but I cannot attach these logs because it contains sensitive information. I think this problem is not specific to STOMP clients because most our clients use core and openwire. I will try to reproduce it later.

The problem is not specific to the current version of Artemis.

Steps to reproduce (for STOMP client):

1. Create Artemis instance

artemis create --user admin --password admin --require-login 

Edit artemis-roles.properties and artemis-users.properties to create some other user with password and non-admin role. For example, add string alice = alice to both files.

Edit log4j2.properties to enable base audit logging:

logger.audit_base = INFO, audit_log_file

To connect to the broker with STOMP I have used python with Stompest library (it has to be installed using pip install stompest).

Example STOMP producer python code (it does not handle authorization errors):

 

from stompest.config import StompConfig
from stompest.protocol import StompSpec
from stompest.sync import Stomp
CONFIG = StompConfig(""tcp://localhost:61613"", login=""alice"", passcode=""alice"", version=StompSpec.VERSION_1_0)
QUEUE = 'test.queue'
client = Stomp(CONFIG)
client.connect()
client.send(QUEUE, 'Test message'.encode())
client.disconnect()

Run this example code. Check broker audit.log. For example:

 

2023-08-28 17:39:20,042 [AUDIT](Thread-1 (activemq-netty-threads)) AMQ601267: User alice(alice)@127.0.0.1:56685 is creating a core session on target resource ActiveMQServerImpl::name=0.0.0.0 with parameters: [ac22db0e-45b0-11ee-b333-005056abe8b9, alice, ****, 102400, org.apache.activemq.artemis.core.protocol.stomp.StompConnection@3313e538, true, false, false, false, null, org.apache.activemq.artemis.core.protocol.stomp.StompSession@2fc820ee, true, {}]
2023-08-28 17:39:20,081 [AUDIT](Thread-1 (activemq-netty-threads)) AMQ601262: User alice(alice)@127.0.0.1:56685 is creating address on target resource: ac22db0e-45b0-11ee-b333-005056abe8b9 with parameters: [Address [name=test.queue, id=0, routingTypes={MULTICAST}, autoCreated=false, paused=false, bindingRemovedTimestamp=-1, swept=false, createdTimestamp=1693233560081], true]
2023-08-28 17:39:20,116 [AUDIT](Thread-1 (activemq-netty-threads)) AMQ601264: User anonymous@127.0.0.1:56685 gets security check failure, reason = AMQ229032: User: alice does not have permission='CREATE_ADDRESS' on address test.queue
org.apache.activemq.artemis.api.core.ActiveMQSecurityException: AMQ229032: User: alice does not have permission='CREATE_ADDRESS' on address test.queue
    at org.apache.activemq.artemis.core.security.impl.SecurityStoreImpl.check(SecurityStoreImpl.java:305) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.security.impl.SecurityStoreImpl.check(SecurityStoreImpl.java:227) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.server.impl.ServerSessionImpl.securityCheck(ServerSessionImpl.java:503) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.server.impl.ServerSessionImpl.createAddress(ServerSessionImpl.java:972) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.server.impl.ServerSessionImpl.createAddress(ServerSessionImpl.java:962) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.StompConnection.autoCreateDestinationIfPossible(StompConnection.java:184) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.VersionedStompFrameHandler.onSend(VersionedStompFrameHandler.java:188) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.VersionedStompFrameHandler.handleFrame(VersionedStompFrameHandler.java:87) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.StompConnection.handleFrame(StompConnection.java:424) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.StompProtocolManager.handleBuffer(StompProtocolManager.java:162) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.protocol.stomp.StompConnection.bufferReceived(StompConnection.java:307) [artemis-stomp-protocol-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.remoting.server.impl.RemotingServiceImpl$DelegatingBufferHandler.bufferReceived(RemotingServiceImpl.java:698) [artemis-server-2.30.0.jar:2.30.0]
    at org.apache.activemq.artemis.core.remoting.impl.netty.ActiveMQChannelHandler.channelRead(ActiveMQChannelHandler.java:73) [artemis-core-client-2.30.0.jar:2.30.0]
    at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:442) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:420) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:412) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1410) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:440) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:420) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:919) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:166) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:788) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562) [netty-transport-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997) [netty-common-4.1.94.Final.jar:4.1.94.Final]
    at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74) [netty-common-4.1.94.Final.jar:4.1.94.Final]
    at org.apache.activemq.artemis.utils.ActiveMQThreadFactory$1.run(ActiveMQThreadFactory.java:118) [artemis-commons-2.30.0.jar:?]
",https://issues.apache.org/jira/browse/ARTEMIS-4405,https://github.com/apache/activemq-artemis/pull/4594,,
29,,Do not log sensitive query parameters when route cannot be created,RM,RM-Ft,"When camel cannot create a route, a FailedToCreateRouteException is thrown. This exception shows all query parameters in clear text, including sensitive information, like password. It would be beneficial to also mask sensitive information in this exception.

interestingly enough, inner exceptions still mask the password.

Note:

The issue was originally observed on camel-sftp, but I suspect that this is a broader issue. I specified camel-log as component since it seems to be the closest fit. Please feel free to change this as need be.",https://issues.apache.org/jira/browse/CAMEL-19676,https://github.com/apache/camel/pull/10889,,
30,,Avoid exposing sensitive infomation through a Hive Runtime exception,EE,EE-Ex,"

The HiveException raised from the following methods is exposing the datarow the caused the run time exception.

    ReduceRecordSource::GroupIterator::next() - around line 372
    MapOperator::process() - around line 567
    ExecReducer::reduce() - around line 243

In all the cases, a string representation of the row is constructed on the fly and is included in
the error message.

VectorMapOperator::process() - around line 973 raises the same exception but it's not exposing the row since the row contents are not included in the error message.

While trying to reproduce above error, I also found that the arguments to a UDF get exposed in log messages from FunctionRegistry::invoke() around line 1114. This too can cause sensitive information to be leaked through error message.

This way some sensitive information is leaked to a user through exception message. That information may not be available to the user otherwise. Hence it's a kind of security breach or violation of access control.

The contents of the row or the arguments to a function may be useful for debugging and hence it's worth to add those to logs. Hence proposal here to log a separate message with log level DEBUG or INFO containing the string representation of the row. Users can configure their logging so that DEBUG/INFO messages do not go to the client but at the same time are available in the hive server logs for debugging. The actual exception message will not contain any sensitive data like row data or argument data.",https://issues.apache.org/jira/browse/HIVE-20644,https://github.com/apache/hive/pull/439,,
31,,Refactor ArgumentRedactor and add tests for ssl-*store-password props,RM,RM-Ft,"Refactor ArgumentRedactor to clean it up and make sure it's efficient.

Add test coverage for log statements containing:

-Dgemfire.ssl-truststore-password=<PASSWORD>
-Dgemfire.ssl-keystore-password=<PASSWORD>

〞
Related to CVE-2021-34797 in which logging is vulnerable to a log file redaction of sensitive information flaw when using values that begin with characters other than letters or numbers for passwords and security properties with the prefix ""sysprop-"", ""javax.net.ssl"", or ""security-"". This issue is fixed by overhauling the log file redaction in Apache Geode versions 1.12.5, 1.13.5, and 1.14.0.",https://issues.apache.org/jira/browse/GEODE-9354,https://github.com/apache/geode/pull/6641,,
32,,Add request parameter to the TooSlow/TooLarge warn message of RpcServer,RM,RM-Ms,What about when table schema details might be sensitive? Row key might contain sensitive information? Wouldn't want those details going to the log in that case. ,https://issues.apache.org/jira/browse/HBASE-14443,https://issues.apache.org/jira/browse/HBASE-14443,,
33,,Debug Log level logs sensitive information,RM,RM-Ft,"

When I enable debug level logging, I see

```

[2021-01-20 18:02:35,862] DEBUG http-outgoing-0 >> Authorization: Basic <CREDENTIALS_APPEAR_HEAR_IN_BASE64> (org.apache.http.headers:139) [2021-01-20 18:02:35,884] DEBUG http-outgoing-0 >> ""Authorization: Basic <CREDENTIALS_APPEAR_HEAR_IN_BASE64>[\r][\n]"" (org.apache.http.wire:54) [2021-01-20 18:02:35,899] DEBUG http-outgoing-0 << "" <title>Unauthorized (401)</title>[\n]"" (org.apache.http.wire:54)

```

If agreed, I can open a PR to mask secrets in the debug log. If that makes the log less useful, I can at least make this configurable, since in my case it is a security violation to have any secrets whatsover in the logs",https://issues.apache.org/jira/browse/HTTPCLIENT-2138,https://github.com/apache/httpcomponents-client/blob/rel/v4.5.11/httpclient/src/main/java/org/apache/http/impl/conn/LoggingManagedHttpClientConnection.java#L135,,
34,,Basic auth extension should have logging,IL,IL-Lv,"The three classes for Connect's basic auth REST extension are pretty light on logging, which makes debugging issues and interplay between the REST extension and whatever JAAS login module the user may have configured difficult. We should add some more extensive logging to these classes, while taking care to prevent log spam in the case of repeated unauthenticated requests or leaking of sensitive information.",https://issues.apache.org/jira/browse/KAFKA-9767,https://github.com/apache/kafka/pull/8357,,
35,,Enhance RecordCollectorImpl exceptions with more context information,RM,RM-Ms,"

In KIP-182 we refactored all stores to by plain Bytes/byte[] stores and only have concrete key/value types on outer layers/wrappers of the stores.

For this reason, the most inner RocksDBStore cannot provide useful error messages anymore if a put/get/delete operation fails as it only handles plain bytes.

In addition, the corresponding calls to record changelog records to record collectors will also be sending byte arrays only, and hence when there is an error happening, the record collector can only display the key but not the value since it is all bytes:

[ERROR] org.apache.kafka.streams.processor.internals.RecordCollectorImpl   -
task [2_2] Error sending record (key {""eventId"":XXX,""version"":123}
value [<byte array>] timestamp YYY) to topic TTT
due to ...

The store exceptions got fixed via KAFKA-6538.

This Jira is to track the fix for RecordCollectorImpl.",https://issues.apache.org/jira/browse/KAFKA-7015,https://github.com/apache/kafka/pull/5224,,
36,,[CamelKafkaConnect] Add config option to enable/disable payload logging,RM,RM-Ms,"We should not log record's payload by default, as it may contain sensitive information. Anyway it is useful to have a configuration option to enable/disable it for debugging purpose.",https://issues.apache.org/jira/browse/CAMEL-15018,https://github.com/apache/camel-kafka-connector/pull/193,,
37,,StringUtils: Add method for masking strings,RM,RM-Ms,"It would be great to have a function which allows to mask the original str by replacing it's
characters with the specified character-mask. For eaxmple to mask credit card:

mask(""3566002020360505"", 4, 4, '*') = ""3566********0505""

Thus the number was hidden by asterisks while first and last four digits are unmasked and seen.

Common use case is to hide sensitive information from logs, by using it in toString() of classes or in inputs to log calls.

I think this is ""must have"" functionality for Commons Lang library because from my experience in almost all bit projects what I saw was their home grown masking function.
I think this is very important also because this is required for masking credit card numbers by PCI compliance. Also new GDPR rules requires to hide personal info as much as possible so masking of First and Last names now is required by laws.
To make the world safer place the utility for masking should be already existing in platform to avoid situations when developer think ""this is better to mask but I don't have enough time now so let's do this latter"" until leak happens.
IMHO this should be implemented even in `String` class itself.

From my experience what I saw was usually few masking usages and styles:
1. masking of passwords and names: only first and last symbols are shown, mask char is `*`
2. masking of credit cards: only first and last 4 or 6 symbols are shown, mask char is `*`.
3. credit card number shortest masking of last symbols i.e. `mask(""4242424242424242"") == "" *4242""` but it's not so often used, I just wanted to mention.
4. not masking but showing a length just so see that value was passed. This can be easily achieved by usual `String.legth()` method.

There is already some pull request https://github.com/apache/commons-lang/pull/332 but I decided to create the ticket because we also need to support masking for ToStringBuilder and I would like to propose PR with my own implementation of mask() function.
If you accept my PR then I'll send another one with a new annotation @ToStringMasked in accordance to @ToStringExclude which will mark that fields should be masked. Possible usage I see like:

@ToStringMasked(unmaskedStart = 4, unmaskedEnd = 4) 
String creditCardNumber;

@ToStringMasked(unmaskedStart = 1, unmaskedEnd = 1) 
String password;
",https://issues.apache.org/jira/browse/LANG-1400,https://github.com/apache/commons-lang/pull/332+https://github.com/apache/commons-lang/pull/335,,
38,,Camel-exec: option to hide sensitive information in log,IL,IL-Lv,"It's possible, that ExecCommand may contain sensitive information. These commands are logged on level INFO during route execution. New configuration parameter should be introduced, which will change the level of the log for ExecCommand to DEBUG. ",https://issues.apache.org/jira/browse/CAMEL-14150,https://github.com/apache/camel/pull/3325,,
39,,Add mask option to log EIP and log component,RM,RM-Ms,"

See nabble
http://camel.465427.n5.nabble.com/Mask-password-using-log-component-tp5794301.html

We can add a mask option to the Log EIP. It would then take the toString to be logged, and then run a series of reg exp to search/replace sensitive information such as password and passphrase.

We need to do this for key=value, xml and json format. So it kinda works on most common formats.

We can then add this in the docs that this is what it can do, so users can use it as-is or not. Only if they have very special cases they would then need to write their own mask method and call as a bean from the log message.

We can also add such functionality to the log component itself, eg <to uri=""log:xxx"">.

So they reuse the same masking algorithm.

See UriSupport which have masking for uris with key=value",https://issues.apache.org/jira/browse/CAMEL-10885,https://github.com/apache/camel/pull/1561+https://github.com/apache/camel/pull/1586,,
40,,Redact Passwords While Using Option logConf=true,RM,RM-Ms,"When logConf is set to true and any sensitive information like passwords is set using spark-submit command then the passwords are logged in clear text from conf. Ideally, these passwords should be redacted as it does on UI and then printed to log for debugging purpose.",https://issues.apache.org/jira/browse/SPARK-27244,https://github.com/apache/spark/pull/24196+https://github.com/apache/spark/pull/24257,,
41,,HttpOperationFailedException exposes password when using basic auth with user:password@host notation,EE,EE-Ex,"

Simplified route:

from(inUri)
            .toD(""http4://user:password@host:port/path"");

When a HttpOperationFailedException occurs the message contains the unmasked password e.g. ""HTTP operation failed invoking http://user:password@host:port/path ...""

I guess Camel should mask the password.",https://issues.apache.org/jira/browse/CAMEL-12480,https://github.com/apache/camel/pull/2317,,
42,,Remove System Information Leak in Authentication.java,SS,SS-Cr,"

An information leak occurs when system data or debugging information leaves the program through an output stream or logging function.
In the file Authentication.java,

Line 137: LOG.debug(""Encrypted user key is {}"", userKey);
Line 148: LOG.debug(""IV is {}, IV length is {}"", initVector, initVector.length());

These lines may print information which can reveal some important data to user making it vulnerable to attacks, we should not log this sensitive information.",https://issues.apache.org/jira/browse/ZEPPELIN-2733,https://github.com/apache/zeppelin/pull/2468,,
43,,Avoid logging private key in logs,SS,SS-Ur,"whirr.log file has private key logged for the User created. This could potential security threat, if logs are shared for debugging purposes.",https://issues.apache.org/jira/browse/WHIRR-499,https://issues.apache.org/jira/secure/attachment/12542460/WHIRR-499.patch,,
44,,add ability to modify log of response before logging in LoggingOutInterceptor + add ability to modify log of response before logging in LoggingInInterceptor,RM,RM-Ms,"Modifying the response message while logging is not straightforward to achieve. LoggingOutInterceptor needs a protected method which gets called before the actual log. Subclasses of LoggingOutInterceptor can override the transform method and return whatever transformed message they want to log, e.g. replacing sensitive information with a masking character.
Description

Similar to CXF-1887 , but for LoggingInInterceptor

There are situations where the incoming logs also need to be masked (e.g. customer submits credit card or CV2 number to web service).",https://issues.apache.org/jira/browse/CXF-1887 + https://issues.apache.org/jira/browse/CXF-2177,https://issues.apache.org/jira/secure/attachment/12405769/LoggingInInterceptor.patch,,
45,,Add latency metrics for dropped messages,IL,IL-Lv,"

In our production cluster, we are seeing a large number of dropped mutations. At a minimum, we should print the time the thread took to get scheduled thereby dropping the mutation (We should also print the Message / Mutation so it helps in figuring out which column family was affected). This will help find the right tuning parameter for write_timeout_in_ms.

The change is small and is in StorageProxy.java and MessagingTask.java. I will submit a patch shortly. Thanks for the patch. Can you please rebase/merge to latest 2.1 HEAD? Some comments:

    use debug level instead of warn in order not to pollute system.log, and not to scare away users, since dropping mutations is part of the normal load shedding mechanism. In 2.2 all debug level logging will go to debug.log file.
    print only keyspace and table name, as logging the whole mutation might reveal sensitive information in logs
",https://issues.apache.org/jira/browse/CASSANDRA-10580,https://issues.apache.org/jira/secure/attachment/12778155/2.2-All-Comments.patch,,
46,,"Even if the correct username and password are configured, when ClientBroker or KafkaClient tries to establish a SASL connection to ServerBroker, an exception is thrown: (Authentication failed: Invalid username or password)",SS,SS-Cf,"Then start all brokers at the same time. Each broker has actually been started successfully, but when establishing a connection between the controller node and all brokers, the identity authentication has always failed. The connection between brokers cannot be established normally, causing the entire Kafka cluster to be unable to provide external services.
The server log keeps printing abnormally like crazyㄩ

The real ip sensitive information of the broker in the log, I use ****** instead of here

 

[2021-10-29 14:16:19,831] INFO [SocketServer listenerType=ZK_BROKER, nodeId=3] Started socket server acceptors and processors (kafka.network.SocketServer)
[2021-10-29 14:16:19,836] INFO Kafka version: 3.0.0 (org.apache.kafka.common.utils.AppInfoParser)
[2021-10-29 14:16:19,836] INFO Kafka commitId: 8cb0a5e9d3441962 (org.apache.kafka.common.utils.AppInfoParser)
[2021-10-29 14:16:19,836] INFO Kafka startTimeMs: 1635516979831 (org.apache.kafka.common.utils.AppInfoParser)
[2021-10-29 14:16:19,837] INFO [KafkaServer id=3] started (kafka.server.KafkaServer)

[2021-10-29 14:16:20,249] INFO [SocketServer listenerType=ZK_BROKER, nodeId=3] Failed authentication with /****** (Authentication failed: Invalid username or password) (org.apache.kafka.common.network.Selector)
[2021-10-29 14:16:20,680] INFO [SocketServer listenerType=ZK_BROKER, nodeId=3] Failed authentication with /****** (Authentication failed: Invalid username or password) (org.apache.kafka.common.network.Selector)
[2021-10-29 14:16:21,109] INFO [SocketServer listenerType=ZK_BROKER, nodeId=3] Failed authentication with /****** (Authentication failed: Invalid username or password) (org.apache.kafka.common.network.Selector)

 

 
2ㄘTry to change the password of the PlainLoginModule communication between brokers in kafka_server_jaas.conf

change is kJTVDziatPgjXG82sFHc4O1EIuewmlvS --> DziatPgjXG82sFHc4O1EIuewmlvS

 

KafkaServer {

  org.apache.kafka.common.security.plain.PlainLoginModule required
  username=""admin""
  password=""DziatPgjXG82sFHc4O1EIuewmlvS""
  user_admin=""DziatPgjXG82sFHc4O1EIuewmlvS""
  user_alice=""alice"";

  org.apache.kafka.common.security.scram.ScramLoginModule required
  username=""admin_scram""
  password=""admin_scram_password"";

 
};
Rollback the password of admin in the content of kafka_server_jaas.conf, the content is as followsㄩ

 

KafkaServer {

  org.apache.kafka.common.security.plain.PlainLoginModule required
  username=""admin""
  password=""kJTVDziatPgjXG82sFHc4O1EIuewmlvS""
  user_admin=""kJTVDziatPgjXG82sFHc4O1EIuewmlvS""
  user_alice=""alice"";

  org.apache.kafka.common.security.scram.ScramLoginModule required
  username=""admin_scram""
  password=""admin_scram_password"";

 
};
",https://issues.apache.org/jira/browse/KAFKA-13422,https://github.com/apache/kafka/pull/11461,,
47,,Audit logging logs to little information + Expose AMQP Message through Audit Logger,RM,"RM-Ft
","In release 2.13 issue ARTEMIS-2648 Improve the Audit logging capabilities - ASF JIRA (apache.org) was fixed. One of the changes made was a change in the AMQ601500 message in the AuditLogger-interface:

@LogMessage(level = Logger.Level.INFO) @Message(id = 601500, value = ""User {0} is sending a core message with Context: {1}"", format = Message.Format.MESSAGE_FORMAT) 
void sendMessage(String user, Object context); 

A consequence of this is a lack of audit logging.

Previously (i.e. version 2.11) information regarding the actual message was logged. Now only the following remains when message-level audit logging is turned on.

2021-04-14 17:55:02,606 [AUDIT](Thread-6 (ActiveMQ-server-org.apache.activemq.artemis.core.server.impl.ActiveMQServerImpl$6@6fefce9e)) AMQ601500: User #######(amq)@127.0.0.1:52938 is sending a core message with Context: RoutingContextImpl(Address=null, routingType=null, PreviousAddress=null previousRoute:null, reusable=null, version=0) 

This is not very helpful audit logging as it contains no reference to the actual message which was send by the user.

The actual call to the AuditLogger seems to be in the ServerSessionImpl-class and looks like this:

if (AuditLogger.isMessageEnabled()) {
    AuditLogger.coreSendMessage(getUsername(), routingContext);
} 

So it seems the routingContext doesn't contain the necessary information.
In release 2.13 issue "" ARTEMIS-2648 Improve the Audit logging capabilities"" was fixed. One of the changes made was a change in the AMQ601500 message in the AuditLogger-interface:

@LogMessage(level = Logger.Level.INFO) @Message(id = 601500, value = ""User {0} is sending a core message with Context: {1}"", format = Message.Format.MESSAGE_FORMAT) 
void sendMessage(String user, Object context); 

A consequence of this is a lack of audit logging.

Previously (i.e. version 2.11) information regarding the actual message was logged. Now only the following remains when message-level audit logging is turned on.

2021-04-14 17:55:02,606 [AUDIT](Thread-6 (ActiveMQ-server-org.apache.activemq.artemis.core.server.impl.ActiveMQServerImpl$6@6fefce9e)) AMQ601500: User #######(amq)@127.0.0.1:52938 is sending a core message with Context: RoutingContextImpl(Address=null, routingType=null, PreviousAddress=null previousRoute:null, reusable=null, version=0) 

This is not very helpful audit logging as it contains no reference to the actual message which was send by the user.

The actual call to the AuditLogger seems to be in the ServerSessionImpl-class and looks like this:

if (AuditLogger.isMessageEnabled()) {
    AuditLogger.coreSendMessage(getUsername(), routingContext);
} 

So it seems the routingContext doesn't contain the necessary information.

Suggestion is to at least include the header properties of the send message because this contains (in our case) information which we can use to correlate with other log-sources. Including the message payload is NOT a good option because it is likely to contain sensitive information.

 ",https://issues.apache.org/jira/browse/ARTEMIS-3244 + https://issues.apache.org/jira/browse/ARTEMIS-3245 + https://issues.apache.org/jira/browse/ARTEMIS-2887,https://github.com/apache/activemq-artemis/commit/c3887ed7104efa2af2ce95794b43abde558e4b80+https://github.com/apache/activemq-artemis/pull/3247,,
48,,System Information Leak in ftp parser,EE,EE-St,"

Exception is printed to console in src/main/java/org/apache/commons/net/ftp/parser/MVSFTPEntryParser.java which can leak system information:

    private boolean parseMemberList(FTPFile file, String entry) {
        if (matches(entry)) {
            file.setRawListing(entry);
            String name = group(1);
            String datestr = group(2) + "" "" + group(3);
            file.setName(name);
            file.setType(FTPFile.FILE_TYPE);
            try {
                file.setTimestamp(super.parseTimestamp(datestr));
            } catch (ParseException e) {
                e.printStackTrace();
                // just ignore parsing errors.
                // TODO check this is ok
                return false; // this is a parsing failure too.
            }
            return true;
        }

        return false;
    }
",https://issues.apache.org/jira/browse/NET-618,https://issues.apache.org/jira/browse/NET-618,,
49,,Credentials are being leaked to logs,SS,SS-Cr,"There is a serious issue with spring boot admin leaking credentials back to spring boot admin starter client.

I'll try to explain my findings
Spring boot starter client is sending request to spring boot admin server to register application, spring boot admin server, this is being handling this request on ""/api/applications"" route and is returning back registered application.

return ResponseEntity.status(HttpStatus.CREATED).body(registeredApp);

This is really serious because spring boot admin server is returning back to client metadata which contains username / password because spring boot client is logging this response to logfiles

if (registeredId.compareAndSet(null, response.getBody().get(""id"").toString())) {
						LOGGER.info(""Application registered itself as {}"", response.getBody());
					} else {
						LOGGER.debug(""Application refreshed itself as {}"", response.getBody());
					}

There is a serialization of these credentials in Application model which filters some keywords but the pattern is not extendable

public static class MetadataSerializer extends StdSerializer<Map<String, String>> {
		private static final long serialVersionUID = 1L;
		private static Pattern[] keysToSanitize = createPatterns("".*password$"", "".*secret$"",
				"".*key$"", "".*$token$"", "".*credentials.*"", "".*vcap_services$"");

This is working fine with default implementation, password is transformed with asterisks
Application registered itself as {id=f402aa60, name=spring-admin, managementUrl=http://localhost:8080/actuator, healthUrl=http://localhost:8080/actuator/health, serviceUrl=http://localhost:8080, statusInfo={status=UNKNOWN, timestamp=1510650299317, details={}}, source=http-api, metadata={user.name=admin, user.password=******}, info={}}

But it really doesn't work if metadata username/password is sent in different format, our deployment with terraform in aws is configured to send username and password with following parameters: USER_NAME and USER_PASSWORD.

Log example looks like:
Application registered itself as {id=40f4ad6a, name=""client-app"", managementUrl=http://localhost.internal:5100/actuator, healthUrl=http://localhost.internal:5100/actuator/health, serviceUrl=http://localhost.internal:5100, statusInfo={status=UNKNOWN, timestamp=1510327224512, details={}}, source=http-api, metadata={user.name=springadminclient, USER_NAME=springadminclient, user.password=******, USER_PASSWORD=PLAINTEXT_PASSWORD}, info={}}

My solution was to override register method on ApplicationRegistry and return registered application without metadata
return Application.copyOf(registering).withMetadata(Collections.emptyMap()).build();

I strongly suggest removing metadata from response completely as admin starter client has no use of these anyway, it only logs sensitive information in logfiles

The user.password is hidden in the response via the Jackson deserializer. And the admin won't use the USER_PASSWORD - so why don't you just remove it?

When querying the /api/applications endpoint on the sba-server the metadata is also shown - the user.password is also hidden there (by the jackson deserializer).
So I would encourage you to remove the USER_PASSWORD from the metadata.

We should make the sanitizing in https://github.com/codecentric/spring-boot-admin/blob/master/spring-boot-admin-server/src/main/java/de/codecentric/boot/admin/model/Application.java#L308 ignoring the case - and make the keys to sanitize configurable.

Also The client doesn't need the full answer - We should just return the id.",https://github.com/codecentric/spring-boot-admin/issues/590,https://github.com/codecentric/spring-boot-admin/commit/cf2a9eee0eba51021d31df56b388220cf245086f+https://github.com/codecentric/spring-boot-admin/commit/e15d7d2dc81176429f7e6712e856c6aab73f6dc9+https://github.com/codecentric/spring-boot-admin/commit/7f2b16d1ee94d63d4417d7ea707c2acb1628bb72,,
50,,Provisioned admin credentials are leaked into the system log ,SS,SS-Cr,"Impact

A faulty function intrumentation in the (optional) kanidm patches provided by kandim-provision will cause the provisioned admin credentials to be leaked to the system log. This only impacts users which both use the provided patches and provision their admin or idm_admin account credentials this way. No other credentials are affected.",https://github.com/oddlama/kanidm-provision/security/advisories/ghsa-57fc-pcqm-53rp,https://github.com/oddlama/kanidm-provision/commit/a102b52e4a79be4263068577ba837f16c3e487a2,,
51,,Metadata and potential password leaks via --log=,SS,SS-Ur,"Hi Team,

I am using aria2 version 1.33.1 on 4.15.0-43-generic 46-Ubuntu.

    It was observed that URL's which gets downloaded via --log= attribute stored sensitive information.
    In combination with HTTP authentication a username and password can be part of the URL.
    aria2c --log=file  https://user:passwd@example.com/

    In such case the log file contains password as well, sometimes URL's may contain secret tokens, e.g. private file shares on a file hosting service.
    In general storing metadata at unexpected places should be avoided.

    However, if the above steps are repeated using the below URL the log file does not contains password.
    aria2c --log=file https://t.me/socks?server=inputzero.io&port=22&user=dhiraj&pass=MystrongPassw0rd

Request team to have a look and validate.",https://github.com/aria2/aria2/issues/1329,https://github.com/aria2/aria2/commit/37368130ca7de5491a75fd18a20c5c5cc641824a,,
